image_name,id,race,split
3-FaceId-0_align.jpg,m.034qpf,0,test
2-FaceId-0_align.jpg,m.034qpf,0,test
51-FaceId-0_align.jpg,m.034qpf,0,train
20-FaceId-0_align.jpg,m.034qpf,0,train
26-FaceId-0_align.jpg,m.034qpf,0,train
12-FaceId-0_align.jpg,m.034qpf,0,train
7-FaceId-0_align.jpg,m.034qpf,0,train
6-FaceId-0_align.jpg,m.034qpf,0,train
16-FaceId-0_align.jpg,m.034qpf,0,train
5-FaceId-0_align.jpg,m.034qpf,0,train
79-FaceId-0_align.jpg,m.03gsj50,0,test
2-FaceId-0_align.jpg,m.03gsj50,0,test
38-FaceId-0_align.jpg,m.03gsj50,0,train
87-FaceId-1_align.jpg,m.03gsj50,0,train
62-FaceId-0_align.jpg,m.03gsj50,0,train
55-FaceId-0_align.jpg,m.03gsj50,0,train
37-FaceId-0_align.jpg,m.03gsj50,0,train
47-FaceId-0_align.jpg,m.03gsj50,0,train
22-FaceId-0_align.jpg,m.03gsj50,0,train
29-FaceId-0_align.jpg,m.03gsj50,0,train
80-FaceId-0_align.jpg,m.06k7hx,0,test
48-FaceId-0_align.jpg,m.06k7hx,0,test
92-FaceId-0_align.jpg,m.06k7hx,0,train
49-FaceId-0_align.jpg,m.06k7hx,0,train
59-FaceId-0_align.jpg,m.06k7hx,0,train
38-FaceId-0_align.jpg,m.06k7hx,0,train
3-FaceId-0_align.jpg,m.06k7hx,0,train
71-FaceId-0_align.jpg,m.06k7hx,0,train
24-FaceId-0_align.jpg,m.06k7hx,0,train
13-FaceId-0_align.jpg,m.06k7hx,0,train
26-FaceId-0_align.jpg,m.03_3bt,0,test
2-FaceId-0_align.jpg,m.03_3bt,0,test
84-FaceId-2_align.jpg,m.03_3bt,0,train
69-FaceId-1_align.jpg,m.03_3bt,0,train
18-FaceId-0_align.jpg,m.03_3bt,0,train
36-FaceId-0_align.jpg,m.03_3bt,0,train
72-FaceId-2_align.jpg,m.03_3bt,0,train
11-FaceId-1_align.jpg,m.03_3bt,0,train
75-FaceId-1_align.jpg,m.03_3bt,0,train
65-FaceId-1_align.jpg,m.03_3bt,0,train
61-FaceId-0_align.jpg,m.03ryks,0,test
94-FaceId-0_align.jpg,m.03ryks,0,test
36-FaceId-0_align.jpg,m.03ryks,0,train
43-FaceId-0_align.jpg,m.03ryks,0,train
82-FaceId-0_align.jpg,m.03ryks,0,train
37-FaceId-0_align.jpg,m.03ryks,0,train
91-FaceId-0_align.jpg,m.03ryks,0,train
7-FaceId-0_align.jpg,m.03ryks,0,train
98-FaceId-0_align.jpg,m.03ryks,0,train
25-FaceId-0_align.jpg,m.03ryks,0,train
34-FaceId-0_align.jpg,m.05t0q_m,0,test
56-FaceId-0_align.jpg,m.05t0q_m,0,test
8-FaceId-0_align.jpg,m.05t0q_m,0,train
44-FaceId-0_align.jpg,m.05t0q_m,0,train
42-FaceId-0_align.jpg,m.05t0q_m,0,train
46-FaceId-0_align.jpg,m.05t0q_m,0,train
32-FaceId-0_align.jpg,m.05t0q_m,0,train
17-FaceId-0_align.jpg,m.05t0q_m,0,train
52-FaceId-0_align.jpg,m.05t0q_m,0,train
24-FaceId-0_align.jpg,m.05t0q_m,0,train
46-FaceId-0_align.jpg,m.02r_7tn,0,test
110-FaceId-0_align.jpg,m.02r_7tn,0,test
21-FaceId-0_align.jpg,m.02r_7tn,0,train
66-FaceId-0_align.jpg,m.02r_7tn,0,train
79-FaceId-0_align.jpg,m.02r_7tn,0,train
12-FaceId-0_align.jpg,m.02r_7tn,0,train
112-FaceId-0_align.jpg,m.02r_7tn,0,train
4-FaceId-0_align.jpg,m.02r_7tn,0,train
94-FaceId-0_align.jpg,m.02r_7tn,0,train
41-FaceId-0_align.jpg,m.02r_7tn,0,train
36-FaceId-0_align.jpg,m.01wn1g,0,test
47-FaceId-0_align.jpg,m.01wn1g,0,test
85-FaceId-0_align.jpg,m.01wn1g,0,train
17-FaceId-0_align.jpg,m.01wn1g,0,train
19-FaceId-0_align.jpg,m.01wn1g,0,train
12-FaceId-0_align.jpg,m.01wn1g,0,train
79-FaceId-0_align.jpg,m.01wn1g,0,train
21-FaceId-0_align.jpg,m.01wn1g,0,train
99-FaceId-0_align.jpg,m.01wn1g,0,train
14-FaceId-0_align.jpg,m.01wn1g,0,train
76-FaceId-0_align.jpg,m.03j1kg,0,test
1-FaceId-0_align.jpg,m.03j1kg,0,test
44-FaceId-0_align.jpg,m.03j1kg,0,train
58-FaceId-0_align.jpg,m.03j1kg,0,train
8-FaceId-0_align.jpg,m.03j1kg,0,train
14-FaceId-0_align.jpg,m.03j1kg,0,train
41-FaceId-0_align.jpg,m.03j1kg,0,train
60-FaceId-0_align.jpg,m.03j1kg,0,train
11-FaceId-0_align.jpg,m.03j1kg,0,train
49-FaceId-0_align.jpg,m.03j1kg,0,train
17-FaceId-0_align.jpg,m.02q63zv,0,test
22-FaceId-1_align.jpg,m.02q63zv,0,test
3-FaceId-0_align.jpg,m.02q63zv,0,train
28-FaceId-3_align.jpg,m.02q63zv,0,train
2-FaceId-0_align.jpg,m.02q63zv,0,train
15-FaceId-0_align.jpg,m.02q63zv,0,train
56-FaceId-1_align.jpg,m.02q63zv,0,train
24-FaceId-0_align.jpg,m.02q63zv,0,train
46-FaceId-1_align.jpg,m.02q63zv,0,train
4-FaceId-0_align.jpg,m.02q63zv,0,train
51-FaceId-0_align.jpg,m.0600t8,0,test
25-FaceId-0_align.jpg,m.0600t8,0,test
89-FaceId-0_align.jpg,m.0600t8,0,train
8-FaceId-0_align.jpg,m.0600t8,0,train
104-FaceId-0_align.jpg,m.0600t8,0,train
114-FaceId-0_align.jpg,m.0600t8,0,train
30-FaceId-0_align.jpg,m.0600t8,0,train
105-FaceId-0_align.jpg,m.0600t8,0,train
7-FaceId-0_align.jpg,m.0600t8,0,train
108-FaceId-0_align.jpg,m.0600t8,0,train
29-FaceId-0_align.jpg,m.01lpl7c,0,test
1-FaceId-0_align.jpg,m.01lpl7c,0,test
28-FaceId-0_align.jpg,m.01lpl7c,0,train
70-FaceId-0_align.jpg,m.01lpl7c,0,train
69-FaceId-0_align.jpg,m.01lpl7c,0,train
5-FaceId-0_align.jpg,m.01lpl7c,0,train
4-FaceId-0_align.jpg,m.01lpl7c,0,train
61-FaceId-0_align.jpg,m.01lpl7c,0,train
8-FaceId-0_align.jpg,m.01lpl7c,0,train
50-FaceId-0_align.jpg,m.01lpl7c,0,train
91-FaceId-0_align.jpg,m.05sx1jy,0,test
66-FaceId-0_align.jpg,m.05sx1jy,0,test
34-FaceId-1_align.jpg,m.05sx1jy,0,train
6-FaceId-0_align.jpg,m.05sx1jy,0,train
69-FaceId-0_align.jpg,m.05sx1jy,0,train
44-FaceId-0_align.jpg,m.05sx1jy,0,train
5-FaceId-0_align.jpg,m.05sx1jy,0,train
71-FaceId-0_align.jpg,m.05sx1jy,0,train
14-FaceId-0_align.jpg,m.05sx1jy,0,train
37-FaceId-0_align.jpg,m.05sx1jy,0,train
76-FaceId-0_align.jpg,m.01w01y7,0,test
13-FaceId-0_align.jpg,m.01w01y7,0,test
15-FaceId-0_align.jpg,m.01w01y7,0,train
93-FaceId-0_align.jpg,m.01w01y7,0,train
85-FaceId-0_align.jpg,m.01w01y7,0,train
18-FaceId-0_align.jpg,m.01w01y7,0,train
35-FaceId-0_align.jpg,m.01w01y7,0,train
70-FaceId-0_align.jpg,m.01w01y7,0,train
0-FaceId-0_align.jpg,m.01w01y7,0,train
77-FaceId-0_align.jpg,m.01w01y7,0,train
29-FaceId-0_align.jpg,m.04q3q18,0,test
116-FaceId-0_align.jpg,m.04q3q18,0,test
92-FaceId-1_align.jpg,m.04q3q18,0,train
26-FaceId-0_align.jpg,m.04q3q18,0,train
68-FaceId-0_align.jpg,m.04q3q18,0,train
19-FaceId-0_align.jpg,m.04q3q18,0,train
2-FaceId-0_align.jpg,m.04q3q18,0,train
107-FaceId-0_align.jpg,m.04q3q18,0,train
87-FaceId-0_align.jpg,m.04q3q18,0,train
36-FaceId-0_align.jpg,m.04q3q18,0,train
89-FaceId-0_align.jpg,m.0dfv8c,0,test
6-FaceId-0_align.jpg,m.0dfv8c,0,test
12-FaceId-0_align.jpg,m.0dfv8c,0,train
13-FaceId-0_align.jpg,m.0dfv8c,0,train
107-FaceId-0_align.jpg,m.0dfv8c,0,train
0-FaceId-0_align.jpg,m.0dfv8c,0,train
1-FaceId-0_align.jpg,m.0dfv8c,0,train
23-FaceId-0_align.jpg,m.0dfv8c,0,train
7-FaceId-0_align.jpg,m.0dfv8c,0,train
15-FaceId-0_align.jpg,m.0dfv8c,0,train
48-FaceId-0_align.jpg,m.048_p,0,test
9-FaceId-0_align.jpg,m.048_p,0,test
