image_name,id,race,split
50-FaceId-0_align.jpg,m.03j62w,0,test
35-FaceId-0_align.jpg,m.03j62w,0,test
38-FaceId-0_align.jpg,m.03j62w,0,train
7-FaceId-0_align.jpg,m.03j62w,0,train
65-FaceId-0_align.jpg,m.03j62w,0,train
12-FaceId-0_align.jpg,m.03j62w,0,train
5-FaceId-0_align.jpg,m.03j62w,0,train
16-FaceId-0_align.jpg,m.03j62w,0,train
39-FaceId-0_align.jpg,m.03j62w,0,train
40-FaceId-0_align.jpg,m.03j62w,0,train
87-FaceId-1_align.jpg,m.03gsj50,0,test
19-FaceId-0_align.jpg,m.03gsj50,0,test
6-FaceId-0_align.jpg,m.03gsj50,0,train
51-FaceId-0_align.jpg,m.03gsj50,0,train
0-FaceId-0_align.jpg,m.03gsj50,0,train
37-FaceId-0_align.jpg,m.03gsj50,0,train
61-FaceId-0_align.jpg,m.03gsj50,0,train
17-FaceId-0_align.jpg,m.03gsj50,0,train
53-FaceId-0_align.jpg,m.03gsj50,0,train
23-FaceId-0_align.jpg,m.03gsj50,0,train
92-FaceId-0_align.jpg,m.06k7hx,0,test
24-FaceId-0_align.jpg,m.06k7hx,0,test
18-FaceId-0_align.jpg,m.06k7hx,0,train
44-FaceId-0_align.jpg,m.06k7hx,0,train
62-FaceId-0_align.jpg,m.06k7hx,0,train
20-FaceId-0_align.jpg,m.06k7hx,0,train
71-FaceId-0_align.jpg,m.06k7hx,0,train
16-FaceId-0_align.jpg,m.06k7hx,0,train
31-FaceId-0_align.jpg,m.06k7hx,0,train
3-FaceId-0_align.jpg,m.06k7hx,0,train
1-FaceId-0_align.jpg,m.03_3bt,0,test
10-FaceId-0_align.jpg,m.03_3bt,0,test
8-FaceId-1_align.jpg,m.03_3bt,0,train
48-FaceId-1_align.jpg,m.03_3bt,0,train
65-FaceId-1_align.jpg,m.03_3bt,0,train
18-FaceId-0_align.jpg,m.03_3bt,0,train
36-FaceId-0_align.jpg,m.03_3bt,0,train
69-FaceId-0_align.jpg,m.03_3bt,0,train
29-FaceId-2_align.jpg,m.03_3bt,0,train
63-FaceId-0_align.jpg,m.03_3bt,0,train
17-FaceId-0_align.jpg,m.02vx9_6,0,test
26-FaceId-0_align.jpg,m.02vx9_6,0,test
58-FaceId-0_align.jpg,m.02vx9_6,0,train
11-FaceId-0_align.jpg,m.02vx9_6,0,train
2-FaceId-0_align.jpg,m.02vx9_6,0,train
18-FaceId-0_align.jpg,m.02vx9_6,0,train
29-FaceId-0_align.jpg,m.02vx9_6,0,train
8-FaceId-0_align.jpg,m.02vx9_6,0,train
4-FaceId-0_align.jpg,m.02vx9_6,0,train
57-FaceId-0_align.jpg,m.02vx9_6,0,train
106-FaceId-0_align.jpg,m.02r_7tn,0,test
65-FaceId-0_align.jpg,m.02r_7tn,0,test
59-FaceId-0_align.jpg,m.02r_7tn,0,train
92-FaceId-0_align.jpg,m.02r_7tn,0,train
79-FaceId-0_align.jpg,m.02r_7tn,0,train
6-FaceId-0_align.jpg,m.02r_7tn,0,train
72-FaceId-0_align.jpg,m.02r_7tn,0,train
96-FaceId-0_align.jpg,m.02r_7tn,0,train
110-FaceId-0_align.jpg,m.02r_7tn,0,train
52-FaceId-0_align.jpg,m.02r_7tn,0,train
94-FaceId-0_align.jpg,m.01wn1g,0,test
29-FaceId-0_align.jpg,m.01wn1g,0,test
98-FaceId-0_align.jpg,m.01wn1g,0,train
101-FaceId-0_align.jpg,m.01wn1g,0,train
108-FaceId-0_align.jpg,m.01wn1g,0,train
35-FaceId-0_align.jpg,m.01wn1g,0,train
19-FaceId-0_align.jpg,m.01wn1g,0,train
22-FaceId-0_align.jpg,m.01wn1g,0,train
13-FaceId-0_align.jpg,m.01wn1g,0,train
85-FaceId-0_align.jpg,m.01wn1g,0,train
54-FaceId-0_align.jpg,m.03j1kg,0,test
51-FaceId-0_align.jpg,m.03j1kg,0,test
14-FaceId-0_align.jpg,m.03j1kg,0,train
55-FaceId-0_align.jpg,m.03j1kg,0,train
12-FaceId-0_align.jpg,m.03j1kg,0,train
9-FaceId-0_align.jpg,m.03j1kg,0,train
76-FaceId-0_align.jpg,m.03j1kg,0,train
15-FaceId-0_align.jpg,m.03j1kg,0,train
6-FaceId-0_align.jpg,m.03j1kg,0,train
41-FaceId-0_align.jpg,m.03j1kg,0,train
82-FaceId-0_align.jpg,m.0cyly0,0,test
25-FaceId-0_align.jpg,m.0cyly0,0,test
102-FaceId-0_align.jpg,m.0cyly0,0,train
94-FaceId-0_align.jpg,m.0cyly0,0,train
78-FaceId-0_align.jpg,m.0cyly0,0,train
26-FaceId-0_align.jpg,m.0cyly0,0,train
12-FaceId-0_align.jpg,m.0cyly0,0,train
41-FaceId-0_align.jpg,m.0cyly0,0,train
22-FaceId-0_align.jpg,m.0cyly0,0,train
52-FaceId-0_align.jpg,m.0cyly0,0,train
96-FaceId-1_align.jpg,m.068rqt,0,test
16-FaceId-0_align.jpg,m.068rqt,0,test
83-FaceId-1_align.jpg,m.068rqt,0,train
26-FaceId-0_align.jpg,m.068rqt,0,train
31-FaceId-0_align.jpg,m.068rqt,0,train
35-FaceId-0_align.jpg,m.068rqt,0,train
50-FaceId-0_align.jpg,m.068rqt,0,train
101-FaceId-0_align.jpg,m.068rqt,0,train
61-FaceId-0_align.jpg,m.068rqt,0,train
49-FaceId-1_align.jpg,m.068rqt,0,train
64-FaceId-0_align.jpg,m.04b15t,0,test
15-FaceId-0_align.jpg,m.04b15t,0,test
50-FaceId-0_align.jpg,m.04b15t,0,train
29-FaceId-0_align.jpg,m.04b15t,0,train
56-FaceId-0_align.jpg,m.04b15t,0,train
27-FaceId-0_align.jpg,m.04b15t,0,train
53-FaceId-0_align.jpg,m.04b15t,0,train
57-FaceId-0_align.jpg,m.04b15t,0,train
41-FaceId-0_align.jpg,m.04b15t,0,train
30-FaceId-0_align.jpg,m.04b15t,0,train
64-FaceId-1_align.jpg,m.043ly7d,0,test
61-FaceId-0_align.jpg,m.043ly7d,0,test
8-FaceId-0_align.jpg,m.043ly7d,0,train
59-FaceId-0_align.jpg,m.043ly7d,0,train
88-FaceId-0_align.jpg,m.043ly7d,0,train
22-FaceId-0_align.jpg,m.043ly7d,0,train
92-FaceId-0_align.jpg,m.043ly7d,0,train
19-FaceId-0_align.jpg,m.043ly7d,0,train
32-FaceId-0_align.jpg,m.043ly7d,0,train
1-FaceId-0_align.jpg,m.043ly7d,0,train
